106.38,36.54,5.55
106.38,36.54,24.22
115.38,36.54,24.22
115.38,36.54,5.55
115.38,36.54,24.22
124.38,36.54,24.22
124.38,36.54,5.55
124.38,36.54,24.22
133.38,36.54,24.22
133.38,36.54,5.55
133.38,36.54,24.22
34.38,27.54,24.22
34.38,27.54,5.55
34.38,27.54,24.22
43.38,27.54,24.22
43.38,27.54,5.55
43.38,27.54,24.22
52.38,27.54,24.22
52.38,27.54,5.55
52.38,27.54,24.22
61.38,27.54,24.22
61.38,27.54,5.55
61.38,27.54,24.22
70.38,27.54,24.22
70.38,27.54,5.55
70.38,27.54,24.22
79.38,27.54,24.22
79.38,27.54,5.55
79.38,27.54,24.22
88.38,27.54,24.22
88.38,27.54,5.55
88.38,27.54,24.22
97.38,27.54,24.22
97.38,27.54,5.55
97.38,27.54,24.22
106.38,27.54,24.22
106.38,27.54,5.55
106.38,27.54,24.22
115.38,27.54,24.22
115.38,27.54,5.55
115.38,27.54,24.22
124.38,27.54,24.22
124.38,27.54,5.55
124.38,27.54,24.22
133.38,27.54,24.22
133.38,27.54,5.55
133.38,27.54,24.22
34.38,18.54,24.22
34.38,18.54,5.55
34.38,18.54,24.22
43.38,18.54,24.22
43.38,18.54,5.55
43.38,18.54,24.22
52.38,18.54,24.22
52.38,18.54,5.55
52.38,18.54,24.22
61.38,18.54,24.22
61.38,18.54,5.55
61.38,18.54,24.22
70.38,18.54,24.22
70.38,18.54,5.55
70.38,18.54,24.22
79.38,18.54,24.22
79.38,18.54,5.55
79.38,18.54,24.22
88.38,18.54,24.22
88.38,18.54,5.55
88.38,18.54,24.22
97.38,18.54,24.22
97.38,18.54,5.55
97.38,18.54,24.22
106.38,18.54,24.22
106.38,18.54,5.55
106.38,18.54,24.22
115.38,18.54,24.22
115.38,18.54,5.55
115.38,18.54,24.22
124.38,18.54,24.22
124.38,18.54,5.55
124.38,18.54,24.22
133.38,18.54,24.22
133.38,18.54,5.55
